DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS
"10.1123/jsm.15.4.350
",Cathryn L. Claussen,first,1Washington State University,The Gambling Industry and Sports Gambling: A Stake in the Game?,NA,15,4,350-363,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.15.4.350
",Lori K. Miller,additional,2Wichita State University,The Gambling Industry and Sports Gambling: A Stake in the Game?,NA,15,4,350-363,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.3.2.90
",David K. Stotlar,first,1University of Northern Colorado,Assessing the Impact and Effectiveness of Stadium Advertising on Sport Spectators at Division I Institutions,NA,3,2,90-102,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.3.2.90
",David A. Johnson,additional,2University of Illinois,Assessing the Impact and Effectiveness of Stadium Advertising on Sport Spectators at Division I Institutions,NA,3,2,90-102,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.7.2.141
",Shirley Cleave,first,1University of New Brunswick,Applicability of Job Diagnostic Survey to Administrative Positions in University Physical Education and Sport,NA,7,2,141-150,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.87
",Mary Jo Kane,first,1Bowling Green State University,"Media Coverage of the Female Athlete Before, during, and after Title IX: Sports Illustrated Revisited",NA,2,2,87-99,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0322
",Jeffrey Cisyk,first,1Charles River Associates,Stadium Giveaway Promotions: How Many Items to Give and the Impact on Ticket Sales in Live Sports,NA,35,6,551-565,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0322
",Pascal Courty,additional,2University of Victoria,Stadium Giveaway Promotions: How Many Items to Give and the Impact on Ticket Sales in Live Sports,NA,35,6,551-565,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.18.2.111
",Li Chen,first,1Central Michigan University,Membership Incentives: Factors Affecting Individuals’ Decisions about Participation in Athletics-Related Professional Associations,NA,18,2,111-131,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0443
",Jacob K. Tingle,first,"1Trinity University, San Antonio, TX, USA",Female Sports Officials and Mental Health: The Overlooked Problem,NA,NA,NA,1-11,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0443
",Brittany L. Jacobs,additional,"2Nichols College, Dudley, MA, USA",Female Sports Officials and Mental Health: The Overlooked Problem,NA,NA,NA,1-11,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0443
",Lynn L. Ridinger,additional,"3Old Dominion University, Norfolk, VA, USA",Female Sports Officials and Mental Health: The Overlooked Problem,NA,NA,NA,1-11,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0443
",Stacy Warner,additional,"4East Carolina University, Greenville, NC, USA",Female Sports Officials and Mental Health: The Overlooked Problem,NA,NA,NA,1-11,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.211
",Sebastian Uhrich,first,1University of Rostock,Sport Stadium Atmosphere: Formative and Reflective Indicators for Operationalizing the Construct,NA,24,2,211-237,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.211
",Martin Benkenstein,additional,1University of Rostock,Sport Stadium Atmosphere: Formative and Reflective Indicators for Operationalizing the Construct,NA,24,2,211-237,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0108
",Andrea Schlegel,first,Technische Universität München,The Impact of Atmosphere in the City on Subjective Well-Being of Rio de Janeiro Residents During (vs. Before) the 2014 FIFA World Cup,NA,31,6,605-619,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0108
",Rebecca Pfitzner,additional,Technische Universität München,The Impact of Atmosphere in the City on Subjective Well-Being of Rio de Janeiro Residents During (vs. Before) the 2014 FIFA World Cup,NA,31,6,605-619,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0108
",Joerg Koenigstorfer,additional,Technische Universität München,The Impact of Atmosphere in the City on Subjective Well-Being of Rio de Janeiro Residents During (vs. Before) the 2014 FIFA World Cup,NA,31,6,605-619,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0335
",Matthew Juravich,first,1University of Akron,Exogenous Policy Shock and Logic Centrality Shift: NBA Policy and NCAA Outcomes,NA,31,5,452-465,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0335
",Brian M. Mills,additional,2University of Florida,Exogenous Policy Shock and Logic Centrality Shift: NBA Policy and NCAA Outcomes,NA,31,5,452-465,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.169
",Yun Seok Choi,first,1Wayne State University,Validation of the Organizational Culture Assessment Instrument: An Application of the Korean Version,NA,24,2,169-189,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.169
",Minhee Seo,additional,2University of North Carolina – Greensboro,Validation of the Organizational Culture Assessment Instrument: An Application of the Korean Version,NA,24,2,169-189,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.169
",David Scott,additional,3University of New Mexico,Validation of the Organizational Culture Assessment Instrument: An Application of the Korean Version,NA,24,2,169-189,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.2.169
",Jeffrey Martin,additional,4Wayne State University,Validation of the Organizational Culture Assessment Instrument: An Application of the Korean Version,NA,24,2,169-189,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.21.1.139
",Cody Havard,first,"1Texas State University, San Marcos, TX","Leisure and Recreation Management, 5th Edition,",NA,21,1,139-140,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2018-0243
",Chen Chen,first,1University of Alberta,Making Settler Colonialism Visible in Sport Management,NA,33,5,379-392,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2018-0243
",Daniel S. Mason,additional,1University of Alberta,Making Settler Colonialism Visible in Sport Management,NA,33,5,379-392,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.2.142
",Gerard T. Kyle,first,1Clemson University,Manipulating Consumer Price Expectations for a 10K Road Race,NA,17,2,142-155,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.2.142
",Deborah L. Kerstetter,additional,2The Pennsylvania State University,Manipulating Consumer Price Expectations for a 10K Road Race,NA,17,2,142-155,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.2.142
",Frank B. Guadagnolo,additional,2The Pennsylvania State University,Manipulating Consumer Price Expectations for a 10K Road Race,NA,17,2,142-155,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0110
",Curtis Fogel,first,"1 Department of Sport Management, Brock University, St. Catharines, ON, Canada","Lebron, Inc.: The Making of a Billion-Dollar Athlete",NA,35,1,100-101,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.4.535
",Melanie L. Sartore,first,1Texas A&M University,"Categorization, Performance Appraisals, and Self-Limiting Behavior: The Impact on Current and Future Performance",NA,20,4,535-553,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.21.4.597
",Mark Vermillion,first,1Wichita State University,Diversity in Sport Organizations,NA,21,4,597-600,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.1.52
",Daniel S. Mason,first,1University of Alberta,An Agency Theory Perspective on Corruption in Sport: The Case of the International Olympic Committee,NA,20,1,52-73,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.1.52
",Lucie Thibault,additional,2Brock University,An Agency Theory Perspective on Corruption in Sport: The Case of the International Olympic Committee,NA,20,1,52-73,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.1.52
",Laura Misener,additional,1University of Alberta,An Agency Theory Perspective on Corruption in Sport: The Case of the International Olympic Committee,NA,20,1,52-73,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.5.526
",Milena M. Parent,first,1University of Ottawa,"Toward a Model of Brand Creation for International Large-Scale Sporting Events: The Impact of Leadership, Context, and Nature of the Event",NA,22,5,526-549,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.5.526
",Benoit Séguin,additional,1University of Ottawa,"Toward a Model of Brand Creation for International Large-Scale Sporting Events: The Impact of Leadership, Context, and Nature of the Event",NA,22,5,526-549,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.3.207
",Kelly Huang,first,1University of Texas at Austin,Examining the Financial Impact of Alcohol Sales on Football Game Days: A Case Study of a Major Football Program,NA,27,3,207-216,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.3.207
",Marlene A. Dixon,additional,1University of Texas at Austin,Examining the Financial Impact of Alcohol Sales on Football Game Days: A Case Study of a Major Football Program,NA,27,3,207-216,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.3.1.5
",Susan C. Brown,first,1Western Carolina University,The Impact of Case Law on Liability Waivers,NA,3,1,5-14,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.4.376
",Paul M. Pedersen,first,1Palm Beach Atlantic University,Using a Content Analysis to Examine the Gendering of Sports Newspaper Personnel and Their Coverage,NA,17,4,376-393,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.4.376
",Warren A. Whisenant,additional,2University of Houston,Using a Content Analysis to Examine the Gendering of Sports Newspaper Personnel and Their Coverage,NA,17,4,376-393,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.4.376
",Ray G. Schneider,additional,3Bowling Green State University,Using a Content Analysis to Examine the Gendering of Sports Newspaper Personnel and Their Coverage,NA,17,4,376-393,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.1.2.116
",Keith W. Lambrecht,first,1Northern Illinois University,An Analysis of the Competencies of Sports and Athletic Club Managers,NA,1,2,116-128,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.11.3.250
",John Corlett,first,1University of Windsor,Political Philosophy and the Managerial Class: Implications for the Administration of Sport,NA,11,3,250-262,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.5.502
",Jose A. Martínez,first,1Technical University of Cartagena,An Application of Fuzzy Logic to Service Quality Research: A Case of Fitness Service,NA,24,5,502-523,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.5.502
",Yong Jae Ko,additional,2University of Florida,An Application of Fuzzy Logic to Service Quality Research: A Case of Fitness Service,NA,24,5,502-523,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.5.502
",Laura Martínez,additional,3Technical University of Cartagena,An Application of Fuzzy Logic to Service Quality Research: A Case of Fitness Service,NA,24,5,502-523,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.16.4.357
",Gregory H. Duquette,first,"1Faculty of Physical Education & Recreation, University of Alberta",Off the Press,NA,16,4,357-359,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.26.5.404
",Inge Claringbould,first,1University of Utrecht,Paradoxical Practices of Gender in Sport-Related Organizations,NA,26,5,404-416,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.26.5.404
",Annelies Knoppers,additional,1University of Utrecht,Paradoxical Practices of Gender in Sport-Related Organizations,NA,26,5,404-416,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.146
",Dennie R. Kelley,first,"1Department of Physical Education and Dance university of Tennessee, Knoxville",The Organization and Administration of Sport,NA,2,2,146-147,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.1.1.25
",Garth Paton,first,1University of New Brunswick,Sport Management Research—What Progress Has Been Made?,NA,1,1,25-31,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.3.319
",Francis Farrelly,first,1RMIT University,Not Playing the Game: Why Sport Sponsorship Relationships Break Down,NA,24,3,319-337,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.3.206
",Earle F. Zeigler,first,1The University of Western Ontario,Using the Rays from History's Shining Lantern as We Face an Uncertain Future,NA,6,3,206-214,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0014
",Young Do Kim,first,"1University of Nebraska Kearney, and Hyun-Woo Lee, PhD, Georgia Southern University",The Secret Lives of Sports Fans: The Science of Sports Obsession,NA,31,1,111-112,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0222
",Michael Mondello,first,1University of South Florida,Shared Market Competition and Broadcast Viewership in the National Football League,NA,31,6,562-574,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0222
",Brian M. Mills,additional,2University of Florida,Shared Market Competition and Broadcast Viewership in the National Football League,NA,31,6,562-574,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0222
",Scott Tainsky,additional,3Wayne State University,Shared Market Competition and Broadcast Viewership in the National Football League,NA,31,6,562-574,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0215
",Jun Woo Kim,first,1Arcadia University,Existence of Mixed Emotions During Consumption of a Sporting Event: A Real-Time Measure Approach,NA,31,4,360-373,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0215
",Marshall Magnusen,additional,2Baylor University,Existence of Mixed Emotions During Consumption of a Sporting Event: A Real-Time Measure Approach,NA,31,4,360-373,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2016-0215
",Hyun-Woo Lee,additional,3Georgia Southern University,Existence of Mixed Emotions During Consumption of a Sporting Event: A Real-Time Measure Approach,NA,31,4,360-373,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2015-0338
",Yongjae Kim,first,1Kutztown University of Pennsylvania,The Effects of Consumer Innovativeness on Sport Team Applications Acceptance and Usage,NA,31,3,241-255,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2015-0338
",Soojin Kim,additional,1Kutztown University of Pennsylvania,The Effects of Consumer Innovativeness on Sport Team Applications Acceptance and Usage,NA,31,3,241-255,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2015-0338
",Elizabeth Rogol,additional,1Kutztown University of Pennsylvania,The Effects of Consumer Innovativeness on Sport Team Applications Acceptance and Usage,NA,31,3,241-255,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0022
",Yongjin Hwang,first,1University of South Carolina,Effects of Brand Congruity and Game Difficulty on Gamers’ Response to Advertising in Sport Video Games,NA,31,5,480-496,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0022
",Khalid Ballouli,additional,1University of South Carolina,Effects of Brand Congruity and Game Difficulty on Gamers’ Response to Advertising in Sport Video Games,NA,31,5,480-496,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0022
",Kevin So,additional,1University of South Carolina,Effects of Brand Congruity and Game Difficulty on Gamers’ Response to Advertising in Sport Video Games,NA,31,5,480-496,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0022
",Bob Heere,additional,1University of South Carolina,Effects of Brand Congruity and Game Difficulty on Gamers’ Response to Advertising in Sport Video Games,NA,31,5,480-496,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0179
",Elizabeth A. Taylor,first,1Temple University,Applying Career Construction Theory to Female National Collegiate Athletic Association Division I Conference Commissioners,NA,32,4,321-333,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0179
",Jessica L. Siegele,additional,2University of Tennessee,Applying Career Construction Theory to Female National Collegiate Athletic Association Division I Conference Commissioners,NA,32,4,321-333,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0179
",Allison B. Smith,additional,3Virginia Commonwealth University,Applying Career Construction Theory to Female National Collegiate Athletic Association Division I Conference Commissioners,NA,32,4,321-333,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0179
",Robin Hardin,additional,2University of Tennessee,Applying Career Construction Theory to Female National Collegiate Athletic Association Division I Conference Commissioners,NA,32,4,321-333,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0290
",Jesse King,first,1Weber State University,Improved Articulation of Incongruent Sponsor–Property Partnerships Using Analogy,NA,32,5,464-472,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0290
",Robert Madrigal,additional,2California State University,Improved Articulation of Incongruent Sponsor–Property Partnerships Using Analogy,NA,32,5,464-472,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0268
",Kwame J.A. Agyemang,first,1Louisiana State University,Disrupting the Disruptor: Perceptions as Institutional Maintenance Work at the 1968 Olympic Games,NA,32,6,567-580,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0268
",Brennan K. Berg,additional,2The University of Memphis,Disrupting the Disruptor: Perceptions as Institutional Maintenance Work at the 1968 Olympic Games,NA,32,6,567-580,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0268
",Rhema D. Fuller,additional,2The University of Memphis,Disrupting the Disruptor: Perceptions as Institutional Maintenance Work at the 1968 Olympic Games,NA,32,6,567-580,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.13.3.216
",Ronald B. Mitchell,first,1University of Oregon,Encouraging Compliance Without Real Power: Sport Associations Regulating Teams,NA,13,3,216-236,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.13.3.216
",Todd Crosset,additional,2University of Massachusetts at Amherst,Encouraging Compliance Without Real Power: Sport Associations Regulating Teams,NA,13,3,216-236,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.13.3.216
",Carol A. Barr,additional,2University of Massachusetts at Amherst,Encouraging Compliance Without Real Power: Sport Associations Regulating Teams,NA,13,3,216-236,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.11.3.263
",W. James Weese,first,1University of Windsor,The Development of an Instrument to Measure Effectiveness in Campus Recreation Programs,NA,11,3,263-274,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.5.379
",John L. Crompton,first,1Texas A & M University,Costs: The Rest of the Economic Impact Story,NA,27,5,379-392,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.5.379
",Dennis R. Howard,additional,2University of Oregon,Costs: The Rest of the Economic Impact Story,NA,27,5,379-392,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.1.24
",Seung Pil Lee,first,1University of Michigan,"Developing an Instrument to Measure the Social Impact of Sport: Social Capital, Collective Identities, Health Literacy, Well-Being and Human Capital",NA,27,1,24-42,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.1.24
",T. Bettina Cornwell,additional,2University of Oregon and University of Michigan,"Developing an Instrument to Measure the Social Impact of Sport: Social Capital, Collective Identities, Health Literacy, Well-Being and Human Capital",NA,27,1,24-42,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.1.24
",Kathy Babiak,additional,1University of Michigan,"Developing an Instrument to Measure the Social Impact of Sport: Social Capital, Collective Identities, Health Literacy, Well-Being and Human Capital",NA,27,1,24-42,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.702
",Shi Lei,first,1Shanghai University of Sport,Should They Play? Market Value of Corporate Partnerships With Professional Sport Leagues,NA,24,6,702-743,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.702
",Chinmoy Ghosh,additional,2University of Connecticut,Should They Play? Market Value of Corporate Partnerships With Professional Sport Leagues,NA,24,6,702-743,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.702
",Han Srinivasan,additional,2University of Connecticut,Should They Play? Market Value of Corporate Partnerships With Professional Sport Leagues,NA,24,6,702-743,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
